subid,itemid,trialnum,adjective,noun,article,adj_article,rating,date,timestamp,reactiontime
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,2,NA,NA,NA,NA,5,5/1/2023,19:09:33,1857
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,3,kid,one,a,a,8,5/1/2023,19:09:36,3119
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,4,strawberry,sauce,NA,NA,3,5/1/2023,19:09:40,2951
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,5,giant,sandwich,a,a,3,5/1/2023,19:09:44,4073
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,6,orange,necklace,a,an,3,5/1/2023,19:09:47,2611
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,7,fridge,magnet,a,a,4,5/1/2023,19:09:50,2128
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,8,baby,pool,a,a,2,5/1/2023,19:09:53,2729
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,9,dictionary,publisher,a,a,2,5/1/2023,19:09:55,2170
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,10,wet,shoe,a,a,3,5/1/2023,19:09:58,2593
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,11,green,leaf,a,a,5,5/1/2023,19:10:03,3986
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,12,fat,boiling,NA,NA,2,5/1/2023,19:10:10,7272
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,13,hand,mom,a,a,8,5/1/2023,19:10:13,2541
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,14,apple,head,a,an,2,5/1/2023,19:10:19,5616
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,15,mommy,honey,NA,NA,8,5/1/2023,19:10:23,2722
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,16,water,bud,a,a,8,5/1/2023,19:10:28,5211
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,17,yellow,costume,a,a,3,5/1/2023,19:10:31,2264
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,18,purple,truck,a,a,2,5/1/2023,19:10:33,2046
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,19,blood,test,a,a,3,5/1/2023,19:10:36,2608
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,20,puzzle,piece,a,a,3,5/1/2023,19:10:39,2617
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,21,red,horse,a,a,2,5/1/2023,19:10:42,2084
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,22,room,suite,a,a,5,5/1/2023,19:10:49,6571
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,23,green,tomato,a,a,4,5/1/2023,19:10:52,2631
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,24,oval,triangle,a,an,1,5/1/2023,19:10:56,4123
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,25,dark,screen,a,a,4,5/1/2023,19:10:59,2477
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,26,person,green,NA,NA,1,5/1/2023,19:11:08,8164
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,27,riding,toy,a,a,3,5/1/2023,19:11:11,2562
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,28,person,person,a,a,8,5/1/2023,19:11:13,2106
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,29,top,pop,a,a,8,5/1/2023,19:11:21,7656
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,30,light,switch,a,a,4,5/1/2023,19:11:25,2994
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,31,gas,cooker,a,a,4,5/1/2023,19:11:28,2484
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,32,pee,diaper,a,a,4,5/1/2023,19:11:31,3063
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,33,room,door,a,a,6,5/1/2023,19:11:36,4295
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,34,turkey,sty,a,a,2,5/1/2023,19:11:43,6265
9636-ff2df12b-3fa1-4ef8-a408-737e6bb773bd,30,35,back,side,a,a,3,5/1/2023,19:11:47,4364
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,0,red,doggie,a,a,2,5/1/2023,18:20:10,5367
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,1,toddler,bed,a,a,3,5/1/2023,18:20:22,11380
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,2,wood,tuck,a,a,2,5/1/2023,18:21:13,50193
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,3,cut,glass,a,a,5,5/1/2023,18:21:18,4584
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,4,mechanic,shop,a,a,2,5/1/2023,18:21:26,7894
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,5,purple,octopus,an,a,2,5/1/2023,18:21:30,3261
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,6,color,rain,NA,NA,8,5/1/2023,18:21:38,7835
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,7,wet,diaper,a,a,4,5/1/2023,18:21:44,5026
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,8,lava,ride,a,a,1,5/1/2023,18:21:53,9443
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,9,red,bowl,a,a,2,5/1/2023,18:21:57,3606
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,10,mail,truck,a,a,2,5/1/2023,18:22:02,3664
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,11,dark,color,a,a,4,5/1/2023,18:22:05,3436
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,12,row,honey,NA,NA,2,5/1/2023,18:22:44,38491
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,13,tea,cake,a,a,1,5/1/2023,18:22:53,7836
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,14,chair,mom,a,a,2,5/1/2023,18:22:57,4219
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,15,hot,bottle,a,a,2,5/1/2023,18:23:01,3760
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,16,fat,brush,a,a,3,5/1/2023,18:23:05,3470
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,17,daddy,dad,a,a,8,5/1/2023,18:23:09,3599
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,18,oatmeal,bite,a,an,2,5/1/2023,18:23:15,5325
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,19,cream,tub,a,a,2,5/1/2023,18:23:19,3425
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,20,top,cap,a,a,3,5/1/2023,18:23:23,3846
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,21,secretary,treasurer,a,a,3,5/1/2023,18:23:29,5036
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,22,bear,book,a,a,2,5/1/2023,18:23:33,3945
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,23,spiral,grip,a,a,2,5/1/2023,18:23:39,5583
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,24,army,officer,an,an,3,5/1/2023,18:23:44,4533
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,25,gold,shoe,a,a,2,5/1/2023,18:23:49,4865
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,26,kick,person,a,a,8,5/1/2023,18:23:55,5293
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,27,strawberry,lemonade,NA,NA,3,5/1/2023,18:23:59,3117
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,28,ferry,crossing,a,a,2,5/1/2023,18:24:04,5193
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,29,circus,man,a,a,2,5/1/2023,18:24:08,2977
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,30,upstairs,tape,a,an,2,5/1/2023,18:24:13,4526
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,31,dirty,finger,a,a,3,5/1/2023,18:24:16,3338
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,32,yellow,tooth,a,a,3,5/1/2023,18:24:21,3868
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,33,glass,building,a,a,2,5/1/2023,18:24:24,2926
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,34,barge,person,a,a,2,5/1/2023,18:24:28,3656
8424-afb2535f-424e-4a4b-ae32-3b32b043e597,127,35,NA,NA,NA,NA,5,5/1/2023,18:24:30,1769
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,0,train,fare,a,a,3,5/1/2023,19:39:55,4641
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,1,birth,date,a,a,4,5/1/2023,19:39:59,3683
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,2,farmer,overalls,NA,NA,2,5/1/2023,19:40:04,4114
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,3,root,bedding,NA,NA,1,5/1/2023,19:40:08,3664
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,4,burnt,finger,a,a,2,5/1/2023,19:40:13,5058
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,5,dead,obituary,an,a,7,5/1/2023,19:40:20,6396
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,6,red,ball,a,a,3,5/1/2023,19:40:24,3341
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,7,snow,man,a,a,3,5/1/2023,19:40:28,3953
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,8,property,market,a,a,2,5/1/2023,19:40:32,3523
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,9,curb,stone,a,a,3,5/1/2023,19:40:36,3857
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,10,broken,string,a,a,3,5/1/2023,19:40:40,3561
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,11,horse,box,a,a,2,5/1/2023,19:40:47,6477
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,12,spider,monkey,a,a,2,5/1/2023,19:40:51,3653
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,13,velcro,latch,a,a,2,5/1/2023,19:40:55,3752
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,14,dust,wagon,a,a,1,5/1/2023,19:40:59,3638
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,15,furniture,curtain,a,a,1,5/1/2023,19:41:03,3441
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,16,wine,glasses,NA,NA,3,5/1/2023,19:41:07,3522
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,17,block,cheese,NA,NA,4,5/1/2023,19:41:11,2998
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,18,gold,fish,a,a,4,5/1/2023,19:41:13,1897
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,19,water,honey,NA,NA,1,5/1/2023,19:41:16,2909
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,20,wash,room,a,a,3,5/1/2023,19:41:22,4836
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,21,ironing,board,a,an,3,5/1/2023,19:41:24,2396
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,22,room,sweet,a,a,1,5/1/2023,19:41:28,3302
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,23,pink,tube,a,a,1,5/1/2023,19:41:32,3591
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,24,till,roll,a,a,1,5/1/2023,19:41:36,3967
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,25,page,book,a,a,2,5/1/2023,19:41:40,3277
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,26,mummy,shout,a,a,8,5/1/2023,19:41:44,3308
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,27,roast,beef,NA,NA,3,5/1/2023,19:41:47,2779
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,28,NA,NA,NA,NA,5,5/1/2023,19:41:50,2812
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,29,washing,powder,NA,NA,3,5/1/2023,19:41:54,3098
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,30,batter,box,a,a,3,5/1/2023,19:41:57,3035
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,31,picture,rail,a,a,1,5/1/2023,19:42:04,6243
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,32,trash,call,a,a,1,5/1/2023,19:42:07,2269
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,33,farm,puppet,a,a,1,5/1/2023,19:42:10,3343
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,34,brown,patch,a,a,3,5/1/2023,19:42:16,4740
0415-68227c59-6621-40fd-a2be-55aa88bf4252,103,35,bottom,one,a,a,2,5/1/2023,19:42:20,4449
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,0,table,leg,a,a,3,5/8/2023,21:21:33,20760
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,1,cheese,slice,a,a,3,5/8/2023,21:21:36,2585
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,2,round,clock,a,a,4,5/8/2023,21:21:39,3255
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,3,baby,owl,an,a,3,5/8/2023,21:21:42,2538
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,4,knock,knock,a,a,8,5/8/2023,21:21:45,2083
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,5,turtle,orange,an,a,8,5/8/2023,21:21:49,3389
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,6,bleeding,light,a,a,8,5/8/2023,21:21:56,7016
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,7,cookie,dragon,a,a,8,5/8/2023,21:21:59,2299
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,8,hot,honey,NA,NA,2,5/8/2023,21:22:02,3265
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,9,purple,puppy,a,a,8,5/8/2023,21:22:06,2765
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,10,ace,flush,a,an,8,5/8/2023,21:22:09,2767
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,11,NA,NA,NA,NA,5,5/8/2023,21:22:13,3462
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,12,skate,boarding,NA,NA,4,5/8/2023,21:22:17,4008
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,13,fishing,hole,a,a,2,5/8/2023,21:22:21,3410
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,14,fold,laundry,NA,NA,3,5/8/2023,21:22:25,3546
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,15,strand,house,a,a,8,5/8/2023,21:22:29,3379
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,16,green,stool,a,a,2,5/8/2023,21:22:33,4121
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,17,brake,drum,a,a,3,5/8/2023,21:22:37,3713
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,18,vacuum,mommy,a,a,8,5/8/2023,21:22:40,2549
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,19,yogurt,juice,NA,NA,8,5/8/2023,21:22:47,6226
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,20,fur,coat,a,a,3,5/8/2023,21:22:59,11229
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,21,nut,mama,a,a,8,5/8/2023,21:23:01,2493
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,22,stamp,stamp,a,a,8,5/8/2023,21:23:04,2177
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,23,orange,mom,a,an,8,5/8/2023,21:23:07,2227
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,24,pear,tree,a,a,3,5/8/2023,21:23:10,2719
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,25,green,scrape,a,a,8,5/8/2023,21:23:13,2936
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,26,baby,baby,a,a,8,5/8/2023,21:23:16,2803
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,27,hot,sausage,a,a,4,5/8/2023,21:23:27,9727
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,28,bakery,bread,NA,NA,3,5/8/2023,21:23:32,5260
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,29,pink,stair,a,a,2,5/8/2023,21:23:39,6572
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,30,burnt,rubber,NA,NA,3,5/8/2023,21:23:46,5897
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,31,conveyor,belt,a,a,3,5/8/2023,21:23:50,3897
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,32,snow,fight,a,a,2,5/8/2023,21:23:53,3061
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,33,carat,ring,a,a,4,5/8/2023,21:23:59,5102
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,34,snow,night,a,a,2,5/8/2023,21:24:03,3771
6655-bc489793-a58b-4885-b9eb-b27e88329fa1,121,35,fat,marker,a,a,2,5/8/2023,21:24:07,3530
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,0,people,zombie,a,a,6,5/8/2023,19:53:55,5825
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,1,flat,mat,a,a,5,5/8/2023,19:54:03,7284
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,2,striped,worm,a,a,3,5/8/2023,19:54:28,24923
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,3,hairdresser,quarter,a,a,8,5/8/2023,19:54:35,6696
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,4,water,bridge,a,a,5,5/8/2023,19:54:47,11502
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,5,wife,battering,a,a,3,5/8/2023,19:54:56,7932
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,6,fish,market,a,a,3,5/8/2023,19:54:59,2967
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,7,write,daddy,a,a,8,5/8/2023,19:55:04,4524
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,8,sweet,sauce,NA,NA,3,5/8/2023,19:55:09,4502
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,9,bog,door,a,a,8,5/8/2023,19:55:20,11109
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,10,silk,worm,a,a,3,5/8/2023,19:55:26,4810
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,11,sea,mammal,a,a,3,5/8/2023,19:55:54,28004
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,12,slippery,soap,NA,NA,5,5/8/2023,19:56:02,7940
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,13,soy,sauce,NA,NA,3,5/8/2023,19:56:06,3404
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,14,silky,ear,an,a,3,5/8/2023,19:56:11,4412
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,15,lace,cover,a,a,3,5/8/2023,19:56:15,4028
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,16,pita,bread,NA,NA,3,5/8/2023,19:56:20,4156
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,17,hearth,hearth,a,a,8,5/8/2023,19:56:23,3057
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,18,NA,NA,NA,NA,5,5/8/2023,19:56:26,1933
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,19,bedroom,room,a,a,3,5/8/2023,19:56:32,5904
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,20,naked,nut,a,a,3,5/8/2023,19:56:40,7343
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,21,sugar,water,NA,NA,3,5/8/2023,19:56:46,5409
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,22,forty,baby,a,a,8,5/8/2023,19:56:52,5532
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,23,guy,running,NA,NA,3,5/8/2023,19:57:07,15194
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,24,purple,fish,a,a,3,5/8/2023,19:57:13,4892
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,25,blind,eye,an,a,3,5/8/2023,19:57:17,4397
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,26,olive,oil,NA,NA,3,5/8/2023,19:57:20,2433
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,27,video,recorder,a,a,3,5/8/2023,19:57:26,4947
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,28,paper,airplane,an,a,3,5/8/2023,19:57:28,2478
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,29,red,paper,a,a,3,5/8/2023,19:57:32,3565
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,30,dirty,laundry,NA,NA,4,5/8/2023,19:57:42,9277
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,31,bum,worker,a,a,2,5/8/2023,19:57:49,6212
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,32,wet,mommy,a,a,3,5/8/2023,19:57:52,3089
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,33,hot,day,a,a,3,5/8/2023,19:57:57,3961
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,34,church,minister,a,a,5,5/8/2023,19:58:04,6579
5782-f6e48ad8-5418-4afb-ba09-7d96d13e1818,21,35,hedge,foot,a,a,8,5/8/2023,19:58:16,12335
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,0,dirty,diaper,a,a,5,5/8/2023,20:53:18,2988
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,1,frost,rising,a,a,8,5/8/2023,20:53:21,2800
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,2,water,drip,a,a,5,5/8/2023,20:53:25,3011
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,3,sugar,dough,NA,NA,3,5/8/2023,20:53:28,2314
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,4,raspberry,squirt,a,a,2,5/8/2023,20:53:32,3582
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,5,red,punch,a,a,3,5/8/2023,20:53:36,3718
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,6,ogre,climb,a,an,8,5/8/2023,20:53:39,2573
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,7,dirty,baby,a,a,3,5/8/2023,20:53:42,3150
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,8,bear,kitty,a,a,8,5/8/2023,20:53:45,2637
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,9,freeze,coffee,NA,NA,8,5/8/2023,20:53:49,3661
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,10,purple,orange,an,a,8,5/8/2023,20:53:52,2530
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,11,red,handle,a,a,3,5/8/2023,20:53:56,3018
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,12,pink,tutu,a,a,6,5/8/2023,20:53:59,2611
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,13,peppermint,candy,NA,NA,3,5/8/2023,20:54:02,2746
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,14,food,board,a,a,3,5/8/2023,20:54:05,3160
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,15,vanilla,paper,a,a,8,5/8/2023,20:54:11,4918
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,16,ice,cream,NA,NA,5,5/8/2023,20:54:14,2634
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,17,NA,NA,NA,NA,5,5/8/2023,20:54:16,1617
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,18,cat,scratching,NA,NA,3,5/8/2023,20:54:19,2551
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,19,slot,machine,a,a,3,5/8/2023,20:54:22,2466
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,20,yellow,banana,a,a,7,5/8/2023,20:54:26,3578
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,21,yellow,bucket,a,a,3,5/8/2023,20:54:28,2098
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,22,night,gorilla,a,a,8,5/8/2023,20:54:31,2429
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,23,fish,rainbow,a,a,8,5/8/2023,20:54:34,2994
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,24,pound,standing,NA,NA,8,5/8/2023,20:54:39,3782
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,25,pink,heart,a,a,3,5/8/2023,20:54:42,2675
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,26,fairy,boot,a,a,8,5/8/2023,20:54:44,2176
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,27,baby,soap,NA,NA,8,5/8/2023,20:54:56,11435
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,28,brown,mud,NA,NA,6,5/8/2023,20:55:00,3111
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,29,yellow,door,a,a,3,5/8/2023,20:55:03,2991
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,30,river,article,an,a,8,5/8/2023,20:55:08,4783
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,31,solar,battery,a,a,3,5/8/2023,20:55:12,3410
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,32,roast,potato,a,a,3,5/8/2023,20:55:15,2245
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,33,green,mom,a,a,8,5/8/2023,20:55:18,2596
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,34,puppet,show,a,a,3,5/8/2023,20:55:24,5618
8185-bf15a5c4-992c-458e-9ca9-3077d26c8ac3,54,35,wrestle,tiger,a,a,8,5/8/2023,20:55:27,2731
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,0,gas,man,a,a,8,5/8/2023,16:47:12,4967
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,1,naked,girl,a,a,4,5/8/2023,16:47:15,2556
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,2,house,spider,a,a,4,5/8/2023,16:47:19,3621
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,3,green,hand,a,a,1,5/8/2023,16:47:22,2616
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,4,sunset,sky,a,a,4,5/8/2023,16:47:31,9360
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,5,putty,hand,a,a,1,5/8/2023,16:47:34,2092
2063-21cb7589-c529-4931-9fa0-c4c0d3e5d33f,4,6,oatmeal,bowl,a,an,2,5/8/2023,16:47:36,1994
